J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,Volume_yes,high_rate,low_rate,open_rate,earning_rate,label,Signal
1403-01-11,2914,2958,2851,2900,2874,-0.2520515962145173,خاور,2935.0,171636235.0,0.007836456558773424,-0.028620102214650767,-0.007155025553662692,-0.01192504258943782,-0.04836464857341684,0
1403-01-14,2801,2837,2702,2735,2749,0.40642310022739,خاور,2874.0,128375048.0,-0.012874043145441893,-0.059846903270702856,-0.025400139178844816,-0.04836464857341684,-0.01746089487086213,0
1403-01-15,2789,2789,2682,2701,2710,-0.020867597111094652,خاور,2749.0,180549633.0,0.014550745725718442,-0.02437249909057839,0.014550745725718442,-0.01746089487086213,-0.06199261992619926,0
1403-01-18,2659,2698,2521,2542,2575,0.34251364601630585,خاور,2710.0,176781996.0,-0.004428044280442804,-0.06974169741697417,-0.018819188191881917,-0.06199261992619926,0.021359223300970873,1
1403-01-19,2524,2669,2524,2630,2599,-0.5362542860906357,خاور,2575.0,237332242.0,0.03650485436893204,-0.019805825242718445,-0.019805825242718445,0.021359223300970873,-0.002308580223162755,0
1403-01-20,2669,2691,2583,2593,2622,0.027420973723764855,خاور,2599.0,110061810.0,0.035398230088495575,-0.0061562139284340135,0.026933435936898807,-0.002308580223162755,-0.012204424103737605,0
1403-01-21,2602,2640,2578,2590,2604,-0.1427471333256196,خاور,2622.0,113079812.0,0.006864988558352402,-0.016781083142639208,-0.007627765064836003,-0.012204424103737605,-0.06989247311827956,0
1403-01-25,2439,2530,2422,2422,2429,1.652558754749544,خاور,2604.0,96937993.0,-0.028417818740399385,-0.06989247311827956,-0.06336405529953917,-0.06989247311827956,-0.009880609304240428,0
1403-01-26,2405,2405,2405,2405,2424,-0.9672726667877503,خاور,2429.0,257133722.0,-0.009880609304240428,-0.009880609304240428,-0.009880609304240428,-0.009880609304240428,0.009900990099009901,1
1403-01-27,2410,2448,2410,2448,2445,6.576862788389863,خاور,2424.0,8415301.0,0.009900990099009901,-0.005775577557755775,-0.005775577557755775,0.009900990099009901,-0.0098159509202454,0
1403-01-28,2421,2450,2421,2421,2421,1.2334327155407265,خاور,2445.0,63761581.0,0.002044989775051125,-0.0098159509202454,-0.0098159509202454,-0.0098159509202454,0.00660883932259397,1
