J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,Volume_yes,high_rate,low_rate,open_rate,earning_rate,label,Signal
1403-01-11,5710,5710,5510,5540,5580,-0.6228312120537886,خکرمان,5610.0,7505690.0,0.017825311942959002,-0.017825311942959002,0.017825311942959002,-0.012477718360071301,-0.035842293906810034,0
1403-01-14,5310,5490,5310,5380,5340,2.734131262292858,خکرمان,5580.0,2830912.0,-0.016129032258064516,-0.04838709677419355,-0.04838709677419355,-0.035842293906810034,0.011235955056179775,1
1403-01-15,5320,5530,5310,5400,5410,-0.427756341241985,خکرمان,5340.0,10570997.0,0.035580524344569285,-0.0056179775280898875,-0.003745318352059925,0.011235955056179775,-0.04436229205175601,0
1403-01-18,5270,5410,5140,5170,5220,1.1464253206960409,خکرمان,5410.0,6049186.0,0.0,-0.04990757855822551,-0.025878003696857672,-0.04436229205175601,-0.0038314176245210726,0
1403-01-19,5300,5300,5100,5200,5180,-0.723085096370753,خکرمان,5220.0,12984126.0,0.01532567049808429,-0.022988505747126436,0.01532567049808429,-0.0038314176245210726,0.025096525096525095,1
1403-01-20,5230,5430,5230,5310,5370,-0.076240064658637,خکرمان,5180.0,3595498.0,0.04826254826254826,0.009652509652509652,0.009652509652509652,0.025096525096525095,-0.0111731843575419,0
1403-01-21,5440,5500,5260,5310,5310,-0.033796524754642426,خکرمان,5370.0,3321377.0,0.024208566108007448,-0.020484171322160148,0.01303538175046555,-0.0111731843575419,-0.04896421845574388,0
1403-01-25,5290,5290,5050,5050,5050,4.881367076269364,خکرمان,5310.0,3209126.0,-0.003766478342749529,-0.04896421845574388,-0.003766478342749529,-0.04896421845574388,-0.009900990099009901,0
1403-01-26,5000,5040,5000,5000,5000,-0.5252829175807967,خکرمان,5050.0,18874048.0,-0.0019801980198019802,-0.009900990099009901,-0.009900990099009901,-0.009900990099009901,0.01,1
1403-01-27,5050,5050,5050,5050,5050,-0.8561005545527467,خکرمان,5000.0,8959833.0,0.01,0.01,0.01,0.01,0.0,0
1403-01-28,5100,5100,5000,5050,5040,10.7087748145333,خکرمان,5050.0,1289315.0,0.009900990099009901,-0.009900990099009901,0.009900990099009901,0.0,0.00992063492063492,1
1403-01-29,5090,5090,5020,5090,5090,-0.7739179649263703,خکرمان,5040.0,15096299.0,0.00992063492063492,-0.003968253968253968,0.00992063492063492,0.00992063492063492,0.04911591355599214,1
1403-02-01,5290,5340,5260,5340,5340,0.30703732374021464,خکرمان,5090.0,3413002.0,0.04911591355599214,0.03339882121807466,0.03929273084479371,0.04911591355599214,0.028089887640449437,1
1403-02-02,5580,5600,5420,5490,5540,1.3861142127376835,خکرمان,5340.0,4460921.0,0.04868913857677903,0.0149812734082397,0.0449438202247191,0.028089887640449437,-0.032490974729241874,0
1403-02-03,5400,5570,5270,5360,5370,-0.23457932800821324,خکرمان,5540.0,10644267.0,0.005415162454873646,-0.048736462093862815,-0.02527075812274368,-0.032490974729241874,0.020484171322160148,1
1403-02-04,5430,5580,5220,5480,5420,-0.49189662100842213,خکرمان,5370.0,8147342.0,0.03910614525139665,-0.027932960893854747,0.0111731843575419,0.020484171322160148,-0.007380073800738007,0
