J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,Volume_yes,high_rate,low_rate,open_rate,earning_rate,label,Signal
1403-03-05,2395,2416,2326,2326,2340,1.7834705093177847,خساپا,2373.0,54074334.0,0.018120522545301308,-0.01980615254951538,0.009270965023177412,-0.01980615254951538,-0.019658119658119658,0
1403-03-06,2300,2344,2294,2294,2313,-0.7278215014154733,خساپا,2340.0,150514314.0,0.0017094017094017094,-0.019658119658119658,-0.017094017094017096,-0.019658119658119658,-0.018590575010808474,0
1403-03-07,2267,2297,2267,2270,2269,2.585225729347403,خساپا,2313.0,40966760.0,-0.006917423259835711,-0.01988759187202767,-0.01988759187202767,-0.018590575010808474,0.01983252534156016,1
1403-03-08,2300,2314,2271,2314,2313,-0.44233538538552103,خساپا,2269.0,146875082.0,0.01983252534156016,0.0008814455707360071,0.013662406346408109,0.01983252534156016,0.01988759187202767,1
1403-03-09,2359,2359,2336,2359,2342,-0.6101844779244606,خساپا,2313.0,81907036.0,0.01988759187202767,0.009943795936013834,0.01988759187202767,0.01988759187202767,0.016225448334756618,1
1403-03-12,2388,2388,2332,2380,2378,2.8465579517119335,خساپا,2342.0,31928634.0,0.01964133219470538,-0.004269854824935952,0.01964133219470538,0.016225448334756618,0.019764507989907486,1
1403-03-13,2420,2425,2367,2425,2396,0.2715345634223334,خساپا,2378.0,122815341.0,0.019764507989907486,-0.004625735912531539,0.017661900756938603,0.019764507989907486,0.01961602671118531,1
1403-03-16,2443,2443,2427,2443,2442,-0.12243727747385183,خساپا,2396.0,156163951.0,0.01961602671118531,0.01293823038397329,0.01961602671118531,0.01961602671118531,-0.019656019656019656,0
1403-03-19,2442,2443,2394,2394,2398,-0.11721232317916315,خساپا,2442.0,137043662.0,0.0004095004095004095,-0.019656019656019656,0.0,-0.019656019656019656,0.019599666388657216,1
1403-03-20,2396,2445,2364,2445,2427,-0.2649451412218185,خساپا,2398.0,120980456.0,0.019599666388657216,-0.014178482068390326,-0.0008340283569641367,0.019599666388657216,0.019777503090234856,1
1403-03-21,2475,2475,2473,2475,2475,-0.3670435544227647,خساپا,2427.0,88927272.0,0.019777503090234856,0.018953440461475072,0.019777503090234856,0.019777503090234856,0.0056565656565656566,1
1403-03-22,2524,2524,2474,2489,2499,0.7743179830401608,خساپا,2475.0,56287090.0,0.019797979797979797,-0.00040404040404040404,0.019797979797979797,0.0056565656565656566,-0.0008003201280512205,0
1403-03-23,2512,2530,2486,2497,2503,0.0868345764077963,خساپا,2499.0,99871196.0,0.012404961984793917,-0.005202080832332933,0.005202080832332933,-0.0008003201280512205,-0.01997602876548142,0
1403-03-26,2493,2494,2453,2453,2466,-0.40459439342223347,خساپا,2503.0,108543469.0,-0.003595685177786656,-0.01997602876548142,-0.003995205753096284,-0.01997602876548142,-0.01824817518248175,0
1403-03-27,2417,2499,2417,2421,2432,0.6873338069199453,خساپا,2466.0,64627390.0,0.01338199513381995,-0.019870235198702353,-0.019870235198702353,-0.01824817518248175,0.0,0
1403-03-29,2384,2432,2384,2432,2388,0.3822466771048854,خساپا,2432.0,109047980.0,0.0,-0.019736842105263157,-0.019736842105263157,0.0,0.01968174204355109,1
