datetime,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market
2024-04-02,3060,3200,3028,3176,3137,337884761,1059822079875,9074,خودرو,ایران خودرو,بورس
2024-04-03,3176,3228,3101,3171,3149,255690806,805289073480,6896,خودرو,ایران خودرو,بورس
2024-04-06,3160,3197,2992,3002,3053,501234968,1530427601267,13474,خودرو,ایران خودرو,بورس
2024-04-07,3046,3090,3000,3051,3041,257519745,783070787571,6253,خودرو,ایران خودرو,بورس
2024-04-08,3087,3139,3040,3052,3086,134573033,415241006415,4411,خودرو,ایران خودرو,بورس
2024-04-09,3080,3147,3056,3095,3106,182556281,567054334554,5199,خودرو,ایران خودرو,بورس
2024-04-13,3020,3050,2951,2951,2957,524747064,1551555896569,9915,خودرو,ایران خودرو,بورس
2024-04-14,2928,2928,2928,2928,2946,14455337,42325226736,447,خودرو,ایران خودرو,بورس
2024-04-15,2975,2975,2970,2975,2975,100691590,299555488291,1639,خودرو,ایران خودرو,بورس
2024-04-16,2946,2969,2946,2962,2947,330732829,974675806419,5002,خودرو,ایران خودرو,بورس
2024-04-17,2959,2976,2921,2935,2966,182989256,542834415111,3972,خودرو,ایران خودرو,بورس
2024-04-20,3160,3196,3114,3180,3155,509413682,1607406417442,10171,خودرو,ایران خودرو,بورس
2024-04-21,3213,3213,3129,3133,3166,305022934,965756483981,9182,خودرو,ایران خودرو,بورس
2024-04-22,3147,3200,3102,3110,3147,225344015,709197590220,6249,خودرو,ایران خودرو,بورس
2024-04-23,3115,3193,3095,3150,3148,323281030,1017760971402,7581,خودرو,ایران خودرو,بورس
2024-04-24,3150,3175,3123,3165,3148,216957021,682960500904,5740,خودرو,ایران خودرو,بورس
2024-04-27,3141,3194,3120,3129,3150,232502872,732341488728,6180,خودرو,ایران خودرو,بورس
2024-04-28,3131,3153,3085,3085,3104,205508850,637826395482,4936,خودرو,ایران خودرو,بورس
2024-04-29,3104,3230,3100,3110,3158,187013335,590537071717,5103,خودرو,ایران خودرو,بورس
2024-04-30,3158,3158,3076,3110,3108,143836503,447111084031,3906,خودرو,ایران خودرو,بورس
2024-05-01,3080,3150,3080,3135,3121,102570890,320080304843,2829,خودرو,ایران خودرو,بورس
2024-05-05,3125,3170,3099,3103,3126,136554073,426932565282,3906,خودرو,ایران خودرو,بورس
2024-05-06,3093,3130,3066,3075,3095,191066623,591423250354,4723,خودرو,ایران خودرو,بورس
2024-05-07,3070,3130,3036,3090,3077,120070204,369439566045,3761,خودرو,ایران خودرو,بورس
2024-05-08,3077,3090,2981,2993,3023,127009925,383981452006,4872,خودرو,ایران خودرو,بورس
2024-05-11,2961,3039,2937,2950,2974,152273839,452846621919,4009,خودرو,ایران خودرو,بورس
2024-05-12,2986,3037,2883,2883,2945,160605247,472975893827,5363,خودرو,ایران خودرو,بورس
2024-05-13,2944,2944,2798,2898,2838,343412705,974727051233,9553,خودرو,ایران خودرو,بورس
2024-05-14,2860,2930,2834,2836,2865,124960818,358011174812,2988,خودرو,ایران خودرو,بورس
2024-05-15,2850,2905,2776,2866,2831,142381748,403101373293,4547,خودرو,ایران خودرو,بورس
2024-05-18,2877,2928,2819,2832,2871,129968538,373191626682,3853,خودرو,ایران خودرو,بورس
2024-05-19,2728,2830,2728,2800,2739,199800374,547279902761,4849,خودرو,ایران خودرو,بورس
2024-05-21,2702,2793,2702,2793,2781,172465921,479707701772,4459,خودرو,ایران خودرو,بورس
2024-05-25,2763,2816,2726,2726,2748,227849553,626053121952,4602,خودرو,ایران خودرو,بورس
2024-05-26,2694,2755,2694,2694,2716,53141344,144319051185,1091,خودرو,ایران خودرو,بورس
2024-05-27,2662,2686,2662,2672,2664,199682376,531863823918,4540,خودرو,ایران خودرو,بورس
2024-05-28,2673,2717,2673,2717,2713,78729331,213566777706,1464,خودرو,ایران خودرو,بورس
2024-05-29,2767,2767,2767,2767,2766,42116927,116537537009,653,خودرو,ایران خودرو,بورس
2024-06-01,2821,2821,2759,2821,2817,321224722,904833572227,5515,خودرو,ایران خودرو,بورس
2024-06-02,2840,2873,2761,2873,2821,178672451,503967663120,4378,خودرو,ایران خودرو,بورس
2024-06-05,2877,2877,2850,2873,2876,259488057,746296030271,4783,خودرو,ایران خودرو,بورس
2024-06-08,2879,2879,2819,2819,2822,174995287,493875001359,2320,خودرو,ایران خودرو,بورس
2024-06-09,2779,2878,2766,2861,2829,148557022,420198273506,4706,خودرو,ایران خودرو,بورس
2024-06-10,2883,2885,2852,2885,2885,46938200,135394806615,1059,خودرو,ایران خودرو,بورس
2024-06-11,2940,2942,2865,2872,2904,170263090,494467095574,5089,خودرو,ایران خودرو,بورس
2024-06-12,2899,2910,2858,2860,2883,137813541,397361417045,4209,خودرو,ایران خودرو,بورس
2024-06-15,2832,2879,2826,2826,2862,17251661,48851889443,997,خودرو,ایران خودرو,بورس
2024-06-16,2805,2820,2805,2805,2805,155633846,436620008887,2320,خودرو,ایران خودرو,بورس
2024-06-18,2772,2789,2749,2749,2750,136381045,375081331959,2729,خودرو,ایران خودرو,بورس
2024-06-19,2722,2804,2722,2788,2770,142675395,395246070418,3536,خودرو,ایران خودرو,بورس
