datetime,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market
2024-05-25,4977,4977,4783,4783,4794,6706333,32148126985,352,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-05-26,4700,4878,4699,4699,4702,5316809,25001997469,243,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-05-27,4608,4775,4608,4750,4627,4604341,21304136518,353,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-05-28,4719,4719,4700,4719,4719,3194954,15076477918,178,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-05-29,4813,4813,4810,4813,4813,4472464,21525654038,248,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-01,4908,4909,4816,4909,4870,5084258,24758655068,343,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-02,4963,4963,4781,4909,4859,3972130,19299481207,290,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-05,4950,4950,4762,4762,4783,5213242,24934292305,336,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-08,4717,4783,4688,4729,4708,6320696,29757342112,320,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-09,4728,4790,4650,4790,4746,1803181,8557272740,251,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-10,4802,4840,4800,4835,4814,5761326,27733072579,283,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-11,4774,4899,4774,4823,4828,2510591,12122274930,413,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-12,4739,4890,4732,4732,4736,3798894,17990271763,179,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-15,4811,4811,4642,4642,4649,6076285,28246817723,275,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-16,4557,4718,4557,4557,4559,5249278,23930986645,272,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-18,4540,4620,4468,4537,4505,3063696,13800589238,213,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
2024-06-19,4421,4590,4421,4561,4533,1817837,8239597190,153,خکرمان,سرمایه گذاری آرمان گستر پاریز,فرابورس
